incident_id,repository,variant,status,available,unavailable_reason,candidate_recall_at_5,candidate_recall_at_10,candidate_recall_at_20,reciprocal_rank,file_hit_at_3,symbol_hit_at_3,contract_correct,gold_contracts,predicted_contract,joint_hit_at_3,coverage,false_localization,candidate_count,context_lines,search_space_reduction,runtime_ms,evidence_request_count,route,top_k_signature,trajectory,evidence_requests
bugsinpy-black-18,psf/black,R0,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9652777777777778,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:black.py::lib2to3_parse"",""function:black.py::EmptyLineTracker.maybe_empty_lines"",""function:black.py::get_future_imports"",""function:black.py::is_python36"",""function:black.py::split_line"",""function:blib2to3/pgen2/driver.py::Driver.parse_string"",""function:blib2to3/pgen2/tokenize.py::generate_tokens"",""class:blib2to3/pgen2/driver.py::Driver"",""function:blib2to3/pytree.py::Base.changed"",""function:black.py::EmptyLineTracker._maybe_empty_lines""]",[],[]
bugsinpy-black-18,psf/black,R1,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.5,1.0,1.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9652777777777778,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:black.py::format_str"",""function:black.py::lib2to3_parse"",""function:black.py::LineGenerator.visit"",""function:black.py::split_line"",""class:black.py::BracketTracker"",""function:black.py::Line.__str__"",""function:black.py::DebugVisitor.visit_default"",""function:black.py::EmptyLineTracker._maybe_empty_lines"",""function:blib2to3/pgen2/tokenize.py::generate_tokens"",""function:black.py::Line.__bool__""]",[],[]
bugsinpy-black-18,psf/black,R3,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9652777777777778,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:black.py::format_file_in_place"",""function:black.py::format_file_contents"",""function:black.py::format_str"",""function:black.py::LineGenerator.visit"",""function:black.py::lib2to3_parse"",""function:black.py::Line.__bool__"",""function:black.py::split_line"",""function:black.py::Line.__str__"",""function:black.py::DebugVisitor.visit_default"",""function:black.py::EmptyLineTracker._maybe_empty_lines""]",[],[]
bugsinpy-black-18,psf/black,R5,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9652777777777778,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:black.py::format_file_in_place"",""function:black.py::format_file_contents"",""function:black.py::format_str"",""function:black.py::LineGenerator.visit"",""function:black.py::lib2to3_parse"",""function:black.py::Line.__bool__"",""function:black.py::split_line"",""function:black.py::Line.__str__"",""function:black.py::DebugVisitor.visit_default"",""function:black.py::EmptyLineTracker._maybe_empty_lines""]",[],[]
bugsinpy-black-18,psf/black,R6,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9652777777777778,0.0,1,EXECUTED_SLICE_GRAPH,"[""function:black.py::format_file_in_place"",""function:black.py::format_file_contents"",""function:black.py::format_str"",""function:black.py::LineGenerator.visit"",""function:black.py::lib2to3_parse"",""function:black.py::Line.__bool__"",""function:black.py::split_line"",""function:black.py::Line.__str__"",""function:black.py::DebugVisitor.visit_default"",""function:black.py::EmptyLineTracker._maybe_empty_lines""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tests/test_black.py"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""function:black.py::format_file_in_place"", ""function:black.py::format_file_contents"", ""function:black.py::format_str""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 3.295162586277297}]"
bugsinpy-thefuck-24,nvbn/thefuck,R0,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,"[""DATA_CONTRACT""]",DATA_CONTRACT,1.0,1.0,0.0,6,6,0.9894551845342706,0.0,0,GLOBAL_MULTI_OBLIGATION,"[""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""file:thefuck/__init__.py"",""file:thefuck/logs.py"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R1,DIAGNOSIS_CONFIRMED,True,,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,1.0,"[""DATA_CONTRACT""]",DATA_CONTRACT,0.0,1.0,1.0,20,20,0.9648506151142355,0.0,0,GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""file:thefuck/__init__.py"",""file:thefuck/logs.py"",""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""class:thefuck/types.py::Settings"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""file:tests/__init__.py"",""file:tests/conftest.py""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R3,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,"[""DATA_CONTRACT""]",DATA_CONTRACT,1.0,1.0,0.0,20,20,0.9648506151142355,0.0,0,GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""file:thefuck/__init__.py"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""file:thefuck/logs.py"",""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""function:tests/utils.py::CorrectedCommand"",""file:tests/__init__.py""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R5,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,"[""DATA_CONTRACT""]",DATA_CONTRACT,1.0,1.0,0.0,20,20,0.9648506151142355,0.0,0,GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""file:thefuck/__init__.py"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""file:thefuck/logs.py"",""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""function:tests/utils.py::CorrectedCommand"",""file:tests/__init__.py""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R6,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,"[""DATA_CONTRACT""]",DATA_CONTRACT,1.0,1.0,0.0,20,20,0.9648506151142355,0.0,1,GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""file:thefuck/__init__.py"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""file:thefuck/logs.py"",""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""function:tests/utils.py::CorrectedCommand"",""file:tests/__init__.py""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tests/test_types.py::TestCorrectedCommand::test_equality"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""class:tests/test_types.py::TestCorrectedCommand"", ""file:thefuck/__init__.py"", ""class:thefuck/types.py::SortedCorrectedCommandsSequence""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 2.9554314744079564}]"
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R0,DIAGNOSIS_CONFIRMED,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,0.0,1.0,1.0,19,19,0.9964565460649012,0.0,0,EXECUTED_SLICE_GRAPH,"[""class:youtube_dl/downloader/f4m.py::F4mFD"",""class:youtube_dl/downloader/hls.py::HlsFD"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/extractor/pladform.py::PladformIE"",""class:youtube_dl/extractor/twitch.py::TwitchBaseIE"",""class:youtube_dl/extractor/viewlift.py::ViewLiftIE"",""class:youtube_dl/YoutubeDL.py::YoutubeDL"",""file:youtube_dl/__init__.py"",""class:youtube_dl/aes.py::aes_decrypt_text.Counter"",""class:youtube_dl/cache.py::Cache""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R1,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,0.0,1.0,0.0,20,20,0.9962700484893696,0.0,0,EXECUTED_SLICE_GRAPH,"[""file:youtube_dl/extractor/extractors.py"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""class:youtube_dl/extractor/common.py::InfoExtractor"",""class:youtube_dl/extractor/twitch.py::TwitchAllVideosIE"",""function:youtube_dl/extractor/common.py::InfoExtractor.ie_key"",""class:youtube_dl/extractor/npo.py::AndereTijdenIE"",""class:youtube_dl/extractor/arte.py::ArteTVBaseIE"",""class:youtube_dl/extractor/nrk.py::NRKBaseIE"",""class:youtube_dl/downloader/external.py::AVconvFD""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R3,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,1.0,1.0,0.0,20,20,0.9962700484893696,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:youtube_dl/utils.py::urljoin"",""class:youtube_dl/downloader/external.py::AVconvFD"",""file:youtube_dl/downloader/__init__.py"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/extractor/adobetv.py::AdobeTVBaseIE"",""file:youtube_dl/extractor/extractors.py"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor"",""class:youtube_dl/YoutubeDL.py::YoutubeDL"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""file:youtube_dl/__init__.py""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R5,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,1.0,1.0,0.0,20,20,0.9962700484893696,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:youtube_dl/utils.py::urljoin"",""class:youtube_dl/downloader/external.py::AVconvFD"",""file:youtube_dl/downloader/__init__.py"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/extractor/adobetv.py::AdobeTVBaseIE"",""file:youtube_dl/extractor/extractors.py"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor"",""class:youtube_dl/YoutubeDL.py::YoutubeDL"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""file:youtube_dl/__init__.py""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R6,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,1.0,1.0,0.0,20,20,0.9962700484893696,0.0,1,EXECUTED_SLICE_GRAPH,"[""function:youtube_dl/utils.py::urljoin"",""class:youtube_dl/downloader/external.py::AVconvFD"",""file:youtube_dl/downloader/__init__.py"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/extractor/adobetv.py::AdobeTVBaseIE"",""file:youtube_dl/extractor/extractors.py"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor"",""class:youtube_dl/YoutubeDL.py::YoutubeDL"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""file:youtube_dl/__init__.py""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""test/test_utils.py"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""function:youtube_dl/utils.py::urljoin"", ""class:youtube_dl/downloader/external.py::AVconvFD"", ""file:youtube_dl/downloader/__init__.py""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 3.2912700561259634}]"
bugsinpy-PySnooper-2,cool-RR/PySnooper,R0,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,12,12,0.9482758620689655,0.0,0,EXECUTED_SLICE_GRAPH,"[""file:pysnooper/__init__.py"",""class:pysnooper/pycompat.py::ABC"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/tracer.py::Tracer"",""class:pysnooper/tracer.py::UnavailableSource"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::BaseVariable"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::Exploding""]",[],[]
bugsinpy-PySnooper-2,cool-RR/PySnooper,R1,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9137931034482758,0.0,0,EXECUTED_SLICE_GRAPH,"[""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::Exploding"",""class:pysnooper/variables.py::Indices"",""class:pysnooper/variables.py::Keys"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::BaseVariable"",""file:pysnooper/__init__.py"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/pycompat.py::ABC""]",[],[]
bugsinpy-PySnooper-2,cool-RR/PySnooper,R3,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9137931034482758,0.0,0,EXECUTED_SLICE_GRAPH,"[""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::Exploding"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::Indices"",""class:pysnooper/variables.py::Keys"",""class:pysnooper/variables.py::BaseVariable"",""file:pysnooper/__init__.py"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/pycompat.py::ABC""]",[],[]
bugsinpy-PySnooper-2,cool-RR/PySnooper,R5,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9137931034482758,0.0,0,EXECUTED_SLICE_GRAPH,"[""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::Exploding"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::Indices"",""class:pysnooper/variables.py::Keys"",""class:pysnooper/variables.py::BaseVariable"",""file:pysnooper/__init__.py"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/pycompat.py::ABC""]",[],[]
bugsinpy-PySnooper-2,cool-RR/PySnooper,R6,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9137931034482758,0.0,1,EXECUTED_SLICE_GRAPH,"[""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::Exploding"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::Indices"",""class:pysnooper/variables.py::Keys"",""class:pysnooper/variables.py::BaseVariable"",""file:pysnooper/__init__.py"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/pycompat.py::ABC""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tests/test_pysnooper.py::test_custom_repr_single"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""class:pysnooper/variables.py::Attrs"", ""class:pysnooper/variables.py::Exploding"", ""class:pysnooper/variables.py::CommonVariable""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 3.010955325815503}]"
bugsinpy-pandas-73,pandas-dev/pandas,R0,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""CONFIGURATION"", ""DATA_CONTRACT""]",DATA_CONTRACT,1.0,1.0,0.0,20,20,0.9982192146736711,0.0,0,DATAFLOW_ASSERTION,"[""class:pandas/core/frame.py::DataFrame"",""class:pandas/core/series.py::Series"",""function:pandas/core/ops/__init__.py::_arith_method_FRAME.f"",""function:pandas/_testing.py::assert_frame_equal"",""function:pandas/core/base.py::IndexOpsMixin.__iter__"",""function:pandas/core/frame.py::DataFrame.__init__"",""function:pandas/core/series.py::Series.__init__"",""function:pandas/core/generic.py::NDFrame._get_axis_number"",""function:pandas/core/ops/__init__.py::_align_method_FRAME"",""function:pandas/core/ops/__init__.py::_combine_series_frame""]",[],[]
